order_id,user_id,product_id,order_date,qty,price,total_price
100234,609,15,2025-02-08 09:46:41,1,125.17,125.17
100235,1148,338,2024-06-30 14:04:29,1,171.74,171.74
100236,187,255,2024-12-02 05:42:40,1,18.85,18.85
100237,2512,92,2022-04-04 06:40:39,1,13.36,13.36
100238,1795,279,2024-06-17 03:18:08,4,36.52,146.08
100239,660,206,2022-12-13 22:53:00,2,12.5,25.0
100240,2812,94,2022-05-08 02:15:01,2,50.54,101.08
100241,1956,225,2022-04-28 03:08:35,2,4.46,8.92
100242,2451,301,2022-09-12 21:02:17,1,48.2,48.2
100243,1370,318,2023-02-09 18:19:06,1,36.77,36.77
100244,1987,463,2022-02-15 23:49:08,2,42.69,85.38
100245,1535,199,2023-05-16 07:00:01,1,6.29,6.29
100246,147,271,2022-09-12 11:19:16,1,14.89,14.89
100247,2912,500,2023-05-12 01:57:58,1,19.85,19.85
100248,1735,234,2022-05-02 00:41:08,1,21.22,21.22
100249,1844,46,2024-06-16 23:18:16,3,35.01,105.03
100250,489,64,2023-04-15 20:10:57,1,2.85,2.85
100251,2977,230,2023-12-12 07:33:23,3,224.19,672.57
100252,1960,430,2025-05-10 03:30:55,2,83.57,167.14
100253,1664,440,2024-08-05 06:40:29,1,74.5,74.5
100254,2599,249,2024-10-21 11:46:45,1,65.53,65.53
100255,2386,246,2023-08-15 02:09:20,3,74.58,223.74
100256,2920,428,2023-09-09 14:37:35,1,27.24,27.24
100257,641,75,2023-12-02 21:32:23,1,37.49,37.49
100258,1803,157,2024-10-18 02:18:32,1,535.85,535.85
100259,2521,223,2025-01-07 18:25:16,1,166.61,166.61
100260,1970,190,2025-02-24 14:33:28,1,74.47,74.47
100261,2199,473,2022-04-04 20:41:40,2,14.42,28.84
100262,1439,52,2022-05-07 12:13:41,3,47.32,141.96
100263,1635,438,2025-02-27 01:33:10,1,67.54,67.54
100264,263,88,2023-12-15 04:37:30,4,21.36,85.44
100265,1788,313,2025-01-19 10:56:17,1,245.7,245.7
100266,2192,339,2022-01-21 18:01:15,1,17.02,17.02
100267,2394,66,2024-12-14 02:38:44,1,130.35,130.35
100268,624,150,2024-06-30 03:39:22,3,32.35,97.05
100269,1017,20,2024-11-26 06:22:06,1,80.81,80.81
100270,881,33,2025-01-14 06:53:57,1,19.09,19.09
100271,2050,328,2025-08-11 10:35:08,2,16.56,33.12
100272,2945,281,2023-11-12 12:28:10,1,104.98,104.98
100273,1328,46,2022-10-05 13:37:06,1,56.55,56.55
100274,2302,73,2023-07-15 12:16:22,2,10.62,21.24
100275,453,354,2023-10-19 13:19:21,1,21.58,21.58
100276,1184,313,2023-02-14 15:15:05,1,635.56,635.56
100277,2057,343,2025-01-29 00:44:53,2,450.06,900.12
100278,1683,133,2024-03-16 07:03:41,1,22.78,22.78
100279,2864,55,2023-09-29 19:20:20,2,15.95,31.9
100280,2256,61,2025-02-03 21:28:34,2,27.97,55.94
100281,1155,345,2024-01-23 22:43:30,1,35.53,35.53
100282,404,8,2024-08-09 09:12:50,1,75.72,75.72
100283,2200,272,2022-01-14 18:19:06,2,13.34,26.68
100284,2102,246,2023-05-03 05:05:53,1,459.22,459.22
100285,1697,176,2022-04-24 23:35:00,1,80.66,80.66
100286,628,493,2025-06-07 21:44:25,1,389.66,389.66
100287,587,116,2024-12-25 07:14:58,2,32.19,64.38
100288,1649,317,2023-07-09 20:27:21,1,100.22,100.22
100289,1444,271,2025-06-24 22:41:54,1,161.22,161.22
100290,1446,193,2024-06-07 05:00:23,3,30.85,92.55
100291,104,150,2024-02-05 08:03:52,1,121.89,121.89
100292,254,131,2025-05-28 09:39:13,1,155.1,155.1
100293,2558,102,2023-01-29 13:43:41,1,23.53,23.53
100294,1497,310,2023-09-29 07:43:44,1,17.2,17.2
100295,99,270,2022-03-16 20:46:47,1,226.37,226.37
100296,2201,292,2022-04-14 09:02:49,1,309.74,309.74
100297,1885,210,2023-05-21 19:39:53,1,76.95,76.95
100298,2962,495,2023-05-01 06:18:13,1,79.56,79.56
100299,1920,361,2022-10-01 00:19:39,1,12.37,12.37
100300,878,338,2023-05-26 07:32:28,2,50.02,100.04
100301,338,67,2024-10-03 13:30:32,1,36.02,36.02
100302,2870,10,2024-12-28 15:59:40,3,43.4,130.2
100303,957,49,2022-01-11 21:52:16,1,68.81,68.81
100304,1705,487,2024-03-05 01:19:42,1,74.96,74.96
100305,161,111,2023-03-20 11:10:10,2,135.94,271.88
100306,1604,321,2023-02-24 06:53:21,1,50.47,50.47
100307,2849,219,2024-02-20 15:51:04,1,45.26,45.26
100308,398,57,2022-04-06 00:15:34,1,208.48,208.48
100309,1301,283,2023-06-11 13:45:34,3,91.27,273.81
100310,816,459,2022-12-09 17:07:11,1,6.37,6.37
100311,1528,113,2025-02-09 23:33:06,5,59.31,296.55
100312,1920,133,2022-11-04 15:58:56,1,34.29,34.29
100313,1416,71,2023-06-20 09:16:33,5,22.44,112.2
100314,1159,83,2022-02-23 03:28:21,1,14.57,14.57
100315,1219,57,2023-11-24 20:18:45,1,9.87,9.87
100316,401,376,2022-10-05 16:33:51,1,268.56,268.56
100317,640,349,2025-06-11 22:21:16,1,102.72,102.72
100318,2736,271,2022-07-17 11:42:27,1,19.51,19.51
100319,460,483,2022-09-17 18:40:51,1,27.45,27.45
100320,955,111,2022-06-11 00:30:05,1,50.21,50.21
100321,470,357,2022-06-28 14:09:20,1,4.83,4.83
100322,1046,375,2022-08-19 21:04:52,1,9.3,9.3
100323,2798,76,2024-09-29 01:56:23,1,32.66,32.66
100324,1694,158,2024-01-21 07:41:34,1,82.77,82.77
100325,2086,20,2023-07-23 07:22:45,1,45.32,45.32
100326,2278,421,2023-03-29 14:04:04,2,5.98,11.96
100327,563,131,2022-02-28 23:31:28,1,80.45,80.45
100328,2486,329,2025-03-30 04:14:30,1,44.25,44.25
100329,1800,122,2023-11-16 04:40:42,1,221.44,221.44
100330,2075,41,2024-05-16 23:19:32,5,62.46,312.3
100331,226,167,2022-03-10 12:41:02,1,41.12,41.12
100332,798,410,2025-04-12 18:47:43,1,27.08,27.08
100333,2332,130,2022-12-23 07:51:57,1,277.5,277.5
100334,2927,23,2025-08-04 13:54:32,1,62.98,62.98
100335,960,279,2025-05-14 23:39:55,3,42.53,127.59
100336,1505,251,2024-06-03 18:38:58,1,37.29,37.29
100337,453,469,2024-11-22 06:12:32,3,26.82,80.46
100338,816,400,2023-03-29 21:57:08,4,67.75,271.0
100339,659,9,2024-08-10 13:01:55,1,55.78,55.78
100340,547,13,2025-04-01 19:04:37,1,321.43,321.43
100341,1216,412,2022-08-21 08:45:02,1,28.51,28.51
100342,17,411,2022-04-21 22:35:11,2,75.98,151.96
100343,1244,307,2023-05-01 01:41:11,1,47.82,47.82
100344,2206,320,2023-12-27 18:44:11,3,104.97,314.91
100345,2525,52,2022-03-11 22:23:41,1,8.37,8.37
100346,1070,209,2023-05-18 05:43:11,1,178.31,178.31
100347,2566,38,2023-09-22 09:34:58,5,29.32,146.6
100348,2147,100,2024-09-26 10:12:40,1,26.13,26.13
100349,1769,193,2025-01-26 10:25:30,1,21.67,21.67
100350,1061,402,2024-12-15 21:10:50,1,127.28,127.28
100351,2328,191,2022-11-18 13:57:42,3,32.87,98.61
100352,2545,51,2023-10-21 00:21:28,1,70.14,70.14
100353,302,393,2025-03-02 04:11:54,2,23.06,46.12
100354,181,141,2023-02-04 08:47:02,2,10.86,21.72
100355,607,168,2024-04-25 02:21:00,1,15.39,15.39
100356,700,311,2025-03-28 11:21:42,1,282.93,282.93
100357,993,109,2022-12-08 07:45:50,1,174.7,174.7
100358,1140,207,2023-02-21 18:39:08,1,410.21,410.21
100359,191,427,2024-10-05 20:30:44,1,234.34,234.34
100360,2301,300,2025-02-24 16:27:47,1,166.75,166.75
100361,981,110,2023-11-30 03:55:22,2,16.04,32.08
100362,2976,196,2023-01-25 07:24:08,2,33.14,66.28
100363,2007,417,2023-03-06 11:26:11,1,13.27,13.27
100364,1185,152,2024-03-18 19:26:00,1,27.99,27.99
100365,128,420,2024-02-06 10:43:48,1,332.64,332.64
100366,2066,243,2025-04-09 10:02:16,2,80.67,161.34
100367,1817,128,2024-05-27 23:29:47,1,426.91,426.91
100368,1759,105,2024-08-27 10:11:30,3,76.74,230.22
100369,2614,10,2023-06-08 15:36:43,2,70.76,141.52
100370,570,356,2024-02-11 03:41:48,1,108.81,108.81
100371,1347,148,2025-02-12 11:53:39,2,39.68,79.36
100372,1896,489,2024-04-06 00:00:55,1,333.23,333.23
100373,2734,365,2022-02-18 08:05:38,2,146.53,293.06
100374,626,364,2023-01-16 01:04:49,5,679.66,3398.3
100375,2902,459,2024-05-11 22:46:03,1,634.24,634.24
100376,1687,140,2023-02-12 15:44:45,1,21.0,21.0
100377,155,190,2022-05-13 18:37:57,1,83.04,83.04
100378,2538,402,2025-05-08 11:30:58,1,17.62,17.62
100379,1410,94,2025-06-23 08:20:47,1,53.92,53.92
100380,785,492,2023-04-28 11:58:48,2,44.1,88.2
100381,246,496,2022-07-12 10:40:47,3,67.34,202.02
100382,1501,229,2023-12-07 06:38:17,1,3.22,3.22
100383,1706,63,2023-06-03 09:06:13,1,186.3,186.3
100384,2807,340,2022-01-15 03:25:24,5,7.81,39.05
100385,538,25,2023-08-13 08:57:14,2,9.47,18.94
100386,1891,268,2024-07-28 10:18:09,1,23.4,23.4
100387,1842,405,2022-06-06 01:48:34,2,163.69,327.38
100388,921,281,2023-11-29 14:49:56,1,80.39,80.39
100389,2456,11,2024-09-06 18:33:13,1,399.67,399.67
100390,525,320,2022-11-07 10:28:42,5,599.22,2996.1
100391,2876,201,2023-03-28 08:58:27,2,275.8,551.6
100392,1530,126,2022-06-14 10:47:46,1,15.23,15.23
100393,2951,306,2025-03-05 04:34:34,1,12.35,12.35
100394,36,190,2022-09-09 20:58:00,1,113.43,113.43
100395,685,89,2023-07-06 14:49:56,1,56.28,56.28
100396,20,355,2022-05-17 12:41:35,1,7.24,7.24
100397,2369,116,2024-08-31 21:02:59,1,36.05,36.05
100398,2560,352,2023-09-29 01:56:59,1,81.65,81.65
100399,400,177,2022-08-05 17:09:03,1,21.9,21.9
100400,2702,14,2025-01-15 01:41:45,2,16.47,32.94
100401,972,257,2024-06-24 08:48:03,2,64.88,129.76
100402,1907,209,2024-04-24 10:52:20,1,170.12,170.12
100403,2519,281,2024-07-06 19:55:28,1,274.65,274.65
100404,1167,443,2024-01-15 09:07:54,3,25.49,76.47
100405,1116,328,2024-09-26 23:56:51,1,111.63,111.63
100406,834,325,2023-05-12 05:22:30,1,111.93,111.93
100407,1824,389,2023-11-27 12:16:55,2,30.83,61.66
100408,2775,105,2025-04-12 16:47:24,1,429.02,429.02
100409,1983,483,2023-08-08 23:26:09,1,16.14,16.14
100410,854,147,2022-04-27 04:46:19,1,77.18,77.18
100411,51,279,2022-11-13 17:32:24,1,160.17,160.17
100412,575,9,2023-05-10 08:28:46,1,34.7,34.7
100413,1149,118,2023-05-11 07:19:44,1,8.74,8.74
100414,2198,94,2022-09-22 13:56:15,1,17.62,17.62
100415,2362,434,2025-06-11 15:48:46,1,16.17,16.17
100416,2618,144,2024-08-17 17:10:40,2,82.18,164.36
100417,2353,289,2022-01-14 12:11:02,1,6.32,6.32
100418,1716,386,2022-11-28 06:30:33,5,13.12,65.6
100419,682,14,2022-08-20 03:15:17,1,19.66,19.66
100420,838,494,2025-07-20 17:44:58,1,57.35,57.35
100421,1078,257,2023-03-16 21:16:58,1,66.41,66.41
100422,2492,346,2024-07-08 18:51:25,2,178.36,356.72
100423,2661,186,2022-08-30 05:51:00,1,169.8,169.8
100424,2312,345,2023-09-17 11:57:56,3,196.5,589.5
100425,1596,400,2022-02-05 17:37:01,1,30.16,30.16
100426,5,207,2024-11-07 10:26:29,1,18.04,18.04
100427,1127,346,2023-07-21 02:58:08,1,158.58,158.58
100428,1220,431,2023-01-14 05:22:05,1,239.75,239.75
100429,774,172,2023-09-28 08:55:47,1,37.13,37.13
100430,877,464,2024-04-12 18:17:50,1,13.67,13.67
100431,992,270,2022-09-23 07:46:18,5,109.55,547.75
100432,2932,221,2024-06-10 08:41:03,1,30.17,30.17
100433,47,152,2024-07-06 07:56:38,3,1.78,5.34
100434,2915,111,2022-12-15 11:25:04,1,388.46,388.46
100435,2871,183,2025-06-20 02:44:49,1,123.47,123.47
100436,2984,399,2022-06-14 05:23:07,3,483.0,1449.0
100437,2704,339,2022-06-10 09:51:55,1,239.94,239.94
100438,269,72,2025-05-30 14:08:23,1,30.48,30.48
100439,370,418,2025-01-31 02:53:53,1,93.48,93.48
100440,636,386,2022-01-10 06:48:27,1,247.21,247.21
100441,1130,283,2022-07-05 13:06:34,5,16.42,82.1
100442,1694,74,2023-12-04 22:26:07,1,46.39,46.39
100443,1683,355,2025-04-01 19:24:56,4,54.79,219.16
100444,657,215,2022-06-05 10:54:10,3,80.03,240.09
100445,120,497,2024-12-14 09:42:59,1,126.18,126.18
100446,831,328,2023-05-05 22:17:26,4,70.86,283.44
100447,1811,476,2022-05-17 21:10:52,2,30.36,60.72
100448,1082,23,2024-09-27 01:51:06,3,45.42,136.26
100449,1975,68,2024-08-28 08:26:27,3,18.9,56.7
100450,1370,398,2023-11-16 15:40:44,1,84.06,84.06
100451,741,447,2023-02-15 07:54:14,3,462.47,1387.41
100452,117,373,2024-07-16 17:11:51,1,145.05,145.05
100453,1854,362,2022-05-02 19:00:42,1,31.54,31.54
