product_id,category,price
17,Sports,120.14
493,Books,22.55
331,Sports,71.97
414,Clothing,110.38
227,Electronics,124.57
361,Books,20.48
486,Sports,19.62
406,Toys,11.34
117,Clothing,11.1
43,Toys,74.1
368,Electronics,161.31
115,Electronics,500.69
283,Clothing,15.62
37,Home,231.24
302,Electronics,95.55
113,Electronics,99.74
35,Sports,138.01
132,Beauty,9.74
336,Beauty,84.33
336,Home,77.34
469,Grocery,56.42
410,Electronics,669.84
377,Clothing,78.33
228,Toys,45.75
147,Electronics,120.37
122,Toys,38.08
81,Beauty,98.17
173,Grocery,27.78
154,Books,16.79
150,Grocery,24.0
375,Electronics,299.4
58,Books,17.78
63,Electronics,256.63
156,Toys,19.95
449,Sports,120.71
428,Clothing,61.87
356,Toys,55.12
427,Electronics,261.67
421,Clothing,50.4
322,Grocery,26.12
401,Clothing,89.22
168,Electronics,548.07
166,Home,130.9
85,Books,45.83
445,Electronics,72.29
137,Home,44.01
461,Grocery,27.43
459,Electronics,402.54
189,Clothing,69.38
464,Sports,124.53
400,Beauty,23.31
379,Books,13.13
2,Electronics,100.43
106,Grocery,46.55
364,Grocery,25.55
72,Clothing,93.77
427,Electronics,217.58
126,Grocery,31.34
170,Beauty,51.29
205,Toys,80.14
313,Toys,16.76
337,Sports,26.77
487,Books,19.0
472,Clothing,39.23
195,Clothing,96.74
158,Books,24.81
500,Books,31.95
141,Toys,16.53
275,Grocery,15.61
7,Sports,16.99
393,Clothing,42.88
467,Books,24.07
493,Home,31.74
54,Electronics,359.59
104,Clothing,69.15
342,Sports,51.84
338,Grocery,8.3
61,Clothing,67.02
87,Clothing,57.6
258,Beauty,50.27
178,Books,13.75
242,Sports,200.29
203,Beauty,17.18
31,Toys,54.09
289,Clothing,68.14
462,Home,37.95
80,Clothing,37.93
11,Books,15.39
417,Electronics,217.08
254,Sports,63.84
384,Clothing,83.36
391,Beauty,11.05
384,Clothing,17.36
287,Clothing,103.8
176,Clothing,88.14
126,Sports,145.74
494,Home,166.19
47,Sports,52.04
206,Home,86.19
476,Beauty,59.92
437,Beauty,45.56
107,Grocery,10.99
464,Home,93.44
275,Clothing,46.03
337,Grocery,23.87
123,Clothing,21.2
474,Books,31.52
134,Clothing,64.39
107,Toys,25.54
305,Clothing,20.94
329,Grocery,26.51
50,Beauty,90.39
337,Clothing,29.3
95,Electronics,716.21
268,Home,25.0
23,Sports,144.09
54,Home,134.45
374,Clothing,101.97
254,Toys,33.11
453,Home,22.51
235,Clothing,46.76
484,Clothing,29.86
59,Sports,247.05
164,Grocery,17.03
259,Clothing,70.61
314,Sports,26.83
216,Electronics,359.27
183,Home,103.77
57,Beauty,39.44
145,Clothing,57.53
423,Beauty,26.89
90,Books,14.3
452,Grocery,18.5
311,Electronics,279.11
45,Clothing,65.53
460,Grocery,14.71
257,Clothing,68.98
21,Sports,25.17
467,Clothing,9.72
21,Home,287.71
52,Clothing,64.83
338,Books,22.12
171,Books,18.35
436,Clothing,38.24
67,Books,28.49
113,Home,266.07
300,Electronics,260.29
160,Sports,82.47
266,Toys,28.28
320,Clothing,50.09
232,Clothing,123.18
463,Grocery,49.2
325,Books,12.99
68,Books,17.35
28,Electronics,186.54
437,Sports,18.22
116,Clothing,94.96
51,Grocery,19.02
181,Electronics,439.26
260,Home,110.93
79,Home,122.26
273,Books,31.43
108,Sports,118.72
451,Home,83.54
74,Beauty,44.32
175,Books,5.59
490,Electronics,224.1
184,Books,12.52
23,Grocery,28.78
274,Electronics,355.01
129,Electronics,96.38
291,Home,141.18
320,Electronics,83.1
186,Beauty,45.46
479,Sports,99.27
59,Beauty,87.85
492,Clothing,96.46
1,Toys,10.86
131,Sports,37.33
67,Grocery,34.13
293,Electronics,132.45
467,Sports,224.33
285,Grocery,8.18
89,Beauty,38.88
417,Home,25.59
100,Clothing,56.6
189,Books,26.31
477,Home,152.51
378,Grocery,32.94
346,Books,29.4
388,Home,225.32
241,Toys,44.76
270,Electronics,359.06
498,Clothing,43.26
219,Sports,105.08
417,Sports,113.5
406,Home,249.55
176,Books,8.1
387,Clothing,49.82
471,Home,296.47
341,Beauty,72.1
233,Home,224.33
151,Grocery,25.99
452,Sports,172.32
277,Beauty,58.93
229,Beauty,55.27
171,Clothing,54.53
223,Home,180.09
213,Sports,78.73
282,Grocery,7.2
41,Books,31.95
122,Clothing,63.13
227,Home,258.74
294,Electronics,321.87
88,Electronics,407.7
267,Beauty,61.55
489,Beauty,13.33
29,Clothing,40.97
495,Toys,23.45
247,Sports,43.27
316,Clothing,57.85
451,Sports,56.79
449,Clothing,24.22
244,Beauty,8.91
61,Books,14.49
147,Beauty,47.91
174,Grocery,22.98
433,Electronics,164.97
278,Toys,26.91
334,Beauty,35.11
369,Toys,27.79
441,Books,38.06
379,Sports,45.01
142,Books,20.78
44,Clothing,38.61
144,Home,90.12
353,Toys,80.7
333,Beauty,24.35
486,Grocery,15.4
497,Clothing,30.88
396,Home,417.67
55,Toys,18.3
307,Books,19.09
358,Grocery,23.48
423,Home,38.41
417,Electronics,546.78
161,Home,258.13
285,Home,188.7
325,Grocery,23.53
198,Home,125.81
159,Clothing,18.53
80,Home,243.29
31,Home,63.25
473,Books,7.62
112,Electronics,387.24
46,Clothing,17.82
353,Grocery,48.39
205,Clothing,12.37
52,Sports,54.29
138,Home,274.5
472,Toys,13.38
74,Electronics,182.02
41,Clothing,78.19
479,Beauty,29.96
77,Clothing,38.21
387,Beauty,54.02
187,Clothing,27.53
370,Toys,31.5
52,Grocery,7.49
418,Electronics,309.85
433,Clothing,31.5
412,Books,17.91
467,Toys,61.34
87,Electronics,116.69
109,Beauty,90.31
480,Clothing,17.77
397,Clothing,9.76
225,Grocery,32.92
482,Sports,92.18
481,Sports,47.13
248,Clothing,99.15
69,Electronics,118.96
120,Books,32.99
67,Electronics,346.31
61,Home,217.32
444,Clothing,33.95
327,Toys,81.3
408,Clothing,22.51
191,Clothing,79.43
470,Books,16.71
493,Toys,30.03
189,Electronics,332.64
151,Sports,155.7
286,Clothing,22.63
444,Home,61.41
402,Toys,68.9
96,Clothing,86.14
312,Home,157.02
309,Sports,203.22
263,Grocery,19.4
97,Beauty,36.93
453,Electronics,350.08
113,Home,72.6
476,Home,299.56
125,Home,54.43
456,Home,29.96
463,Toys,31.01
436,Electronics,502.49
132,Clothing,13.79
418,Beauty,14.04
453,Clothing,18.47
417,Grocery,29.71
121,Home,320.34
197,Books,18.08
294,Grocery,6.69
482,Books,14.18
122,Electronics,319.37
282,Grocery,7.35
385,Electronics,254.1
260,Electronics,210.52
39,Home,206.06
54,Clothing,114.13
474,Clothing,92.04
161,Clothing,22.9
289,Clothing,56.7
200,Sports,44.2
276,Clothing,53.75
16,Beauty,61.15
405,Grocery,10.89
173,Home,423.28
248,Toys,59.86
383,Grocery,58.29
218,Electronics,154.18
87,Home,246.34
82,Books,11.22
62,Grocery,7.0
287,Toys,16.75
500,Electronics,311.2
42,Grocery,29.4
12,Clothing,45.44
321,Home,66.3
234,Home,96.34
329,Home,296.55
131,Books,6.06
115,Books,23.29
218,Sports,95.22
137,Electronics,422.48
106,Beauty,21.72
179,Sports,253.34
16,Home,103.99
472,Grocery,7.88
242,Books,21.37
334,Toys,39.15
381,Electronics,428.1
387,Toys,31.08
226,Grocery,31.1
481,Home,194.81
242,Books,27.67
408,Clothing,111.75
457,Toys,15.0
141,Toys,22.86
386,Sports,100.37
199,Books,29.12
112,Clothing,45.78
127,Clothing,35.19
21,Sports,98.59
147,Clothing,65.62
89,Home,56.62
303,Electronics,278.11
406,Electronics,362.88
203,Sports,81.98
417,Sports,178.54
416,Electronics,196.47
448,Clothing,81.05
85,Electronics,210.1
167,Home,101.78
384,Electronics,512.6
